FLU GAS TEMP,STEAM PRESSURE,TURBINE SPEED,GENERATOR VOLTAGE,AIR QUALITY,HEALTHINESS,ERROR TYPE
371,2585,3093,16542,260,0,1
639,2443,2959,17812,264,0,2
670,2064,3369,16926,109,0,3
700,2577,3624,17456,253,0,2
322,2637,3144,18355,432,0,1
524,2149,3085,19272,367,1,0
440,2917,3200,17556,173,1,0
518,2125,2942,18387,171,0,2
478,2038,3293,17626,101,1,0
330,2289,3577,18074,96,0,1
719,2999,3125,18480,189,0,1
497,2943,3552,17316,184,1,0
393,2373,3587,16519,351,0,1
676,2288,3069,18676,428,0,0
575,2035,3670,19769,240,0,2
691,2905,3600,19005,129,1,0
399,2764,3350,19009,381,0,1
430,2755,3555,16536,381,0,3
306,2343,3300,18811,342,0,1
512,2934,2995,17168,336,0,2
456,1944,3658,17279,52,0,2
513,1916,3067,16818,339,0,2
757,2226,3569,16986,333,0,1
720,3088,3497,17694,74,0,1
301,2339,3034,19189,256,0,1
466,2073,3505,17109,414,0,0
433,2125,3411,18518,426,0,0
778,2010,3199,16572,346,0,1
600,3069,2935,17667,139,0,2
783,2905,2879,19754,386,0,1
704,2075,3457,19863,117,0,1
539,2840,3124,17848,266,1,0
347,2934,3114,18243,282,0,1
375,2889,3549,19727,315,0,1
548,2255,3321,19829,258,1,0
624,1996,3326,19772,256,0,2
613,2991,3485,19861,31,1,0
343,2110,2911,17579,181,0,1
589,2133,3236,19218,88,1,0
451,1966,3046,18393,158,0,2
675,2706,3187,17470,86,1,0
463,2761,3689,17912,336,0,2
702,2226,2873,16890,179,0,1
401,2776,3578,19240,440,0,0
601,2694,3283,17221,421,0,0
727,3060,3565,20003,137,0,1
477,2681,3370,19118,369,1,0
656,2833,3381,16742,234,0,3
460,2684,3564,18937,215,1,0
442,2870,2991,18509,422,0,2
530,2927,3094,16691,395,0,3
702,2424,3216,19660,372,0,1
406,3097,3624,19766,46,0,2
728,2820,3677,17683,388,0,1
650,2272,3287,19810,327,1,0
361,3024,3268,19940,275,0,1
656,2410,3250,17839,408,0,0
399,2089,2987,18456,394,0,1
629,3012,3246,19855,173,0,2
693,3026,3283,19301,112,0,2
533,2158,2949,17437,43,0,2
351,2013,3121,17127,173,0,1
368,2849,3108,19105,435,0,1
369,2769,3692,18550,380,0,1
551,2417,3570,16910,299,0,3
502,2166,3664,19316,162,0,2
505,2213,3526,19440,144,1,0
795,2097,3128,17421,103,0,1
715,2489,2940,18609,285,0,1
517,2350,3467,19445,278,1,0
387,3048,3610,16565,444,0,1
767,3061,2979,17243,227,0,1
682,1912,3172,18147,196,0,2
315,2701,2969,19180,213,0,1
581,2497,3447,16586,311,0,3
620,2064,2888,19777,166,0,2
475,2754,3136,18998,388,1,0
489,1972,3064,17802,212,0,2
627,1927,3140,18296,420,0,2
428,2884,3058,17121,62,1,0
409,2770,3036,19451,192,1,0
337,2337,3380,19052,302,0,1
417,1942,3515,19563,420,0,2
748,1918,3402,19899,153,0,1
375,2400,3170,18706,205,0,1
428,2691,3613,16747,359,0,2
470,2375,3037,19250,435,0,0
437,3079,3391,16840,368,0,2
382,2164,3462,16797,98,0,1
410,1945,3641,17578,353,0,2
590,2647,3102,18223,250,1,0
617,2429,3009,17918,350,1,0
565,2011,3145,16885,186,0,3
693,2018,3586,17296,404,0,0
651,2548,3244,18234,211,1,0
340,2657,3035,18941,398,0,1
515,2854,3245,16722,350,0,3
670,2910,3051,19045,278,1,0
342,2680,3341,19238,345,0,1
549,2124,3101,17572,406,0,0
741,2354,3386,18598,270,0,1
622,2992,3273,17689,204,1,0
731,2682,3586,18283,53,0,1
645,1942,3115,16837,60,0,2
758,3031,3477,17077,432,0,1
479,1934,3107,18631,395,0,2
756,2577,3564,18461,261,0,1
745,2587,3448,17814,373,0,1
479,2484,3263,19020,432,0,0
684,2838,3568,18889,42,1,0
714,2434,3567,19326,351,0,1
572,2570,3520,18839,282,1,0
781,2202,3201,18263,223,0,1
433,2043,3020,18808,113,1,0
782,2972,2962,16726,270,0,1
721,2740,3066,17025,410,0,1
598,2899,3262,19903,196,1,0
456,3088,3013,19589,169,0,2
625,2960,3578,18214,390,1,0
350,2531,3048,19274,146,0,1
396,2222,3153,18601,183,0,1
786,2208,3439,17169,308,0,1
757,2818,3135,16803,335,0,1
435,2056,2934,17220,292,0,2
302,2591,3197,17875,100,0,1
645,2239,3511,18853,82,1,0
726,2810,3505,17859,431,0,1
305,2226,3658,16539,78,0,1
381,3021,3121,16732,234,0,1
744,2205,3621,19670,405,0,1
597,2560,3616,19643,355,0,2
740,2064,3694,18917,153,0,1
361,2864,3261,18548,252,0,1
404,2154,3424,17013,250,1,0
558,2196,3227,17536,387,1,0
730,2813,3623,18607,198,0,1
701,3039,3365,18945,352,0,1
347,2160,3689,17310,154,0,1
663,2746,3681,19194,172,0,2
635,1938,3134,19507,137,0,2
554,1947,3201,16777,63,0,2
467,2662,3351,16696,69,0,3
502,2607,3412,17250,438,0,0
584,2654,3530,16731,377,0,3
329,2681,3630,17186,191,0,1
397,2685,3218,17634,214,0,1
720,2578,3074,18995,260,0,1
670,2023,2998,18504,281,0,2
598,2775,3177,19596,388,1,0
364,2946,3216,19448,220,0,1
455,1953,3523,17362,420,0,2
387,2740,3005,18631,360,0,1
342,2244,3621,19170,225,0,1
487,2457,3159,19975,355,1,0
550,2528,3638,19197,147,0,2
328,2621,3116,17277,402,0,1
602,2958,3626,17384,233,0,2
375,2312,2955,18833,406,0,1
669,2606,2890,19326,267,0,2
760,2992,3470,19385,56,0,1
493,1986,3468,19400,217,0,2
442,1905,3280,19158,311,0,2
767,2451,3457,17581,158,0,1
628,2979,3587,18306,38,1,0
523,2222,3631,19677,437,0,2
666,2045,3088,17656,346,1,0
752,2147,3062,18007,318,0,1
500,1931,3065,17813,361,0,2
573,2374,3145,18594,367,1,0
685,2091,3541,18657,329,1,0
363,2105,3649,18571,154,0,1
310,2390,3407,19367,186,0,1
377,2515,3676,17812,378,0,1
541,3019,3487,18303,342,0,2
772,2508,3382,17990,432,0,1
475,2774,3119,19314,265,1,0
750,2997,3496,17953,439,0,1
366,2166,3179,18555,413,0,1
685,2401,3667,17192,181,0,2
494,2768,3570,17612,430,0,0
568,2798,3167,18688,155,1,0
337,2059,3447,18545,199,0,1
612,1982,3301,16649,377,0,2
586,3027,3449,19094,344,0,2
785,2620,2921,18741,108,0,1
751,3077,2998,16611,416,0,1
584,2692,3417,18765,353,1,0
381,2382,3605,19468,371,0,1
392,2908,3590,18465,316,0,1
353,2492,3531,16698,236,0,1
743,1968,3455,19866,250,0,1
556,2878,3024,19841,413,0,0
769,3079,3178,18567,107,0,1
767,2501,2880,17399,324,0,1
563,2518,2994,18789,353,0,2
591,2366,2915,17339,300,0,2
365,2517,2948,19973,146,0,1
557,2752,3163,16852,375,0,3
337,2853,3586,19566,407,0,1
504,2621,3114,18711,61,1,0
666,2870,3254,18161,404,0,0
376,2891,3397,16729,132,0,1
530,2480,3635,19673,313,0,2
377,2393,3666,16940,355,0,1
424,2100,3632,17871,147,0,2
526,2542,3619,19338,449,0,2
783,2510,3009,17406,99,0,1
726,2323,3040,19252,48,0,1
401,2369,3526,16822,320,0,3
581,2691,3185,18548,170,1,0
630,2277,3100,16688,444,0,3
477,2194,3279,18635,229,1,0
755,2371,3279,18336,357,0,1
359,2750,3088,17444,267,0,1
582,2776,3236,17136,369,1,0
643,2022,3282,17604,422,0,0
489,2367,3157,19064,176,1,0
522,2806,3471,19270,49,1,0
768,3083,3669,20010,161,0,1
363,1979,3526,18166,290,0,1
307,2098,3218,19735,354,0,1
732,2953,3696,19700,98,0,1
530,3091,3076,19877,235,0,2
447,2891,2931,19518,307,0,2
532,2741,3394,19502,145,1,0
584,2190,3211,19994,265,1,0
683,2432,3300,17684,184,1,0
511,2464,2852,19427,90,0,2
375,2947,3399,17175,35,0,1
429,2244,3130,19017,348,1,0
627,2467,2921,19025,290,0,2
728,2807,2954,18162,31,0,1
671,2837,3357,19966,109,1,0
745,2216,3004,18531,320,0,1
469,3009,3180,17183,356,0,2
327,2509,3648,18125,154,0,1
455,1927,3235,17460,309,0,2
628,2895,3375,17886,224,1,0
408,2736,2983,18365,132,0,2
746,2386,2862,18226,208,0,1
392,2181,3239,16730,151,0,1
590,2980,3442,16981,174,0,3
500,2190,3132,17611,394,1,0
752,2897,3663,19060,437,0,1
331,2600,3617,16993,67,0,1
800,2090,3422,18611,373,0,1
424,2314,3642,17292,34,0,2
389,2913,3606,18497,101,0,1
600,2615,3529,17146,100,1,0
724,2618,3608,18032,68,0,1
686,2268,3096,19900,178,1,0
551,1918,3228,17754,198,0,2
655,1996,3459,16786,42,0,2
488,2854,2937,19700,299,0,2
456,2481,3288,17870,396,1,0
692,2381,2980,18974,319,0,2
502,2768,2936,16650,87,0,2
624,3053,3070,19886,224,0,2
370,2091,3597,18963,165,0,1
750,2637,3047,17488,426,0,1
482,1934,3429,19183,70,0,2
682,2824,3193,19424,387,1,0
476,3081,3218,19487,402,0,2
738,3033,3394,17805,257,0,1
394,2529,2964,18901,53,0,1
661,2724,3264,18525,135,1,0
645,2202,3246,19980,325,1,0
421,2071,2939,18035,301,0,2
659,2757,3003,17978,105,1,0
762,2782,3341,17406,125,0,1
536,2097,3132,19323,352,1,0
716,2707,3059,19656,84,0,1
311,2719,3254,18818,83,0,1
765,2075,3484,18299,82,0,1
761,1952,3133,17456,289,0,1
578,2298,3051,19130,115,1,0
597,2296,2894,16597,84,0,2
582,1993,3373,16613,350,0,2
609,1907,2985,18972,44,0,2
781,2642,3546,19525,100,0,1
580,2474,3549,17524,291,1,0
555,3096,3169,18615,163,0,2
400,2007,3403,16590,44,0,3
791,2045,3361,18021,239,0,1
497,2768,3032,17873,183,1,0
462,2803,3456,17025,277,1,0
427,2355,3679,17484,276,0,2
334,2947,2931,17656,35,0,1
793,2650,3027,19108,175,0,1
597,2677,3195,18828,134,1,0
324,2557,3307,18772,237,0,1
309,1924,2858,16921,40,0,1
628,1992,2935,19344,142,0,2
743,2109,3683,17870,403,0,1
335,2924,3262,19654,305,0,1
612,2979,3600,18126,393,1,0
529,2848,2854,18406,373,0,2
319,2589,2873,18880,200,0,1
641,2372,3298,19368,74,1,0
436,1915,3532,17527,105,0,2
519,3052,3214,16944,404,0,2
473,1963,3294,18234,211,0,2
544,2923,3169,18706,421,0,0
693,2941,3324,19638,205,1,0
411,2336,2858,18249,301,0,2
416,1991,3420,18307,221,0,2
322,2514,3627,19520,79,0,1
426,2856,3298,19657,210,1,0
332,2889,3435,18040,254,0,1
603,2011,3178,17716,221,1,0
720,2930,3326,17079,84,0,1
621,3067,3619,19549,440,0,2
616,2598,3569,18599,188,1,0
669,2699,3343,19785,348,1,0
491,2060,3592,19006,392,1,0
760,2451,3256,18928,220,0,1
437,2553,3204,17974,267,1,0
551,2466,3254,18028,207,1,0
371,2839,3079,18408,344,0,1
388,2046,3215,17777,324,0,1
422,2856,3431,18636,332,1,0
532,2856,3587,18264,218,1,0
554,2494,3533,19165,58,1,0
741,2442,3643,18173,356,0,1
670,2645,3640,19718,196,0,2
527,2788,3642,19790,376,0,2
637,2537,3296,16523,305,0,3
556,3016,3141,18666,330,0,2
716,2064,3599,18057,166,0,1
572,2381,3456,19671,141,1,0
315,2714,3101,17566,337,0,1
757,2944,3651,19460,115,0,1
776,2447,3619,18357,432,0,1
400,2841,3681,17980,199,0,2
658,2554,3095,18489,72,1,0
591,2697,3583,19132,145,1,0
571,2520,3458,18917,435,0,0
631,2665,3426,19656,348,1,0
656,2211,3053,17585,337,1,0
591,2497,3312,16568,213,0,3
489,2887,3410,19924,397,1,0
355,2014,3613,17457,382,0,1
438,2418,3374,17752,369,1,0
570,1909,3207,18868,202,0,2
319,2563,3047,17576,440,0,1
446,2509,3470,18051,379,1,0
500,2074,3632,18078,56,0,2
445,3003,3176,18493,386,0,2
743,3093,3655,18918,401,0,1
371,2939,3504,16852,354,0,1
437,1940,3427,18541,54,0,2
722,1933,3590,19888,270,0,1
390,2401,3514,19190,51,0,1
446,2795,2935,17997,444,0,2
667,2225,2880,17413,388,0,2
434,3033,3230,19431,210,0,2
776,2371,3255,18622,90,0,1
334,2238,3641,18889,215,0,1
366,2766,3487,18182,116,0,1
370,2626,3064,18627,446,0,1
452,2880,3350,17748,198,1,0
799,2238,2942,17221,435,0,1
425,2407,3100,16969,400,0,3
799,1919,2982,19855,190,0,1
389,2241,3461,17034,405,0,1
612,2243,3493,19523,80,1,0
624,1970,2855,19942,240,0,2
696,2235,3671,17137,78,0,2
649,2956,3122,16560,202,0,3
523,1966,3606,17071,183,0,2
420,2240,3630,19154,133,0,2
435,1900,3402,18045,119,0,2
415,2435,3362,17069,187,1,0
338,2244,3201,16609,306,0,1
551,2454,3076,18303,33,1,0
353,2064,3030,18364,175,0,1
437,2718,3107,17830,248,1,0
495,2554,3479,16800,345,0,3
698,2844,3055,16766,227,0,3
717,2771,2853,16969,213,0,1
625,2015,3209,16507,339,0,3
430,2793,3059,17617,44,1,0
482,1910,3504,19177,343,0,2
495,2213,2963,19320,430,0,2
710,2089,2887,17184,112,0,1
347,2599,3538,18504,259,0,1
747,2849,3366,17935,130,0,1
790,1946,3474,19565,227,0,1
694,2377,3611,16885,229,0,2
309,3053,3415,17229,154,0,1
661,2074,3312,17725,301,1,0
502,2833,2876,18843,356,0,2
457,2634,3146,16773,71,0,3
648,2880,2851,18730,387,0,2
784,3006,3453,19658,450,0,1
449,2131,3596,19668,87,1,0
348,2423,3099,17876,183,0,1
794,3008,3104,18367,361,0,1
320,2764,2950,18661,319,0,1
650,2337,3127,18553,259,1,0
630,1929,3170,19242,375,0,2
331,2564,3494,17303,159,0,1
516,2388,3001,19592,321,1,0
555,3069,3298,18240,262,0,2
693,2379,3281,16932,341,0,3
649,3072,3069,19870,111,0,2
474,2681,3120,17277,260,1,0
401,2939,3112,18220,281,1,0
629,2226,3618,18675,84,0,2
507,2933,3224,17045,350,1,0
349,2218,3592,19589,344,0,1
435,2980,3449,18548,175,1,0
419,2680,3648,17033,293,0,2
507,2812,3222,18930,62,1,0
709,2981,3399,17294,147,0,1
792,3087,3269,17742,201,0,1
636,2793,3269,19040,332,1,0
690,1945,3541,16932,430,0,2
343,2262,3298,18158,413,0,1
591,2005,3256,17405,421,0,0
550,2462,3041,18681,180,1,0
693,2277,3390,18684,256,1,0
533,2173,3034,17030,184,1,0
700,2133,3535,19546,288,1,0
474,2283,2866,19625,376,0,2
427,3040,3172,17241,449,0,2
619,2186,3343,18942,374,1,0
687,2203,3179,19837,291,1,0
686,2625,3199,18243,184,1,0
738,2371,3177,18054,382,0,1
507,2381,3438,17752,241,1,0
400,2202,3318,18912,188,1,0
767,2785,3639,16879,243,0,1
564,2723,2912,18484,159,0,2
666,2001,3062,18038,35,1,0
489,2608,3089,18762,57,1,0
352,2374,3041,16846,77,0,1
718,2489,3540,17736,405,0,1
709,2552,3273,17200,175,0,1
343,2961,3608,18872,113,0,1
660,2222,3302,17850,276,1,0
536,2670,3549,19196,216,1,0
539,3010,3183,19255,356,0,2
635,3031,3427,18391,246,0,2
613,2785,3337,18655,291,1,0
385,2797,3172,19851,131,0,1
755,2833,3401,17067,337,0,1
365,2735,3330,18384,98,0,1
599,2502,3450,17636,411,0,0
331,2324,3024,17138,381,0,1
384,2203,3081,19959,237,0,1
411,2785,3279,18996,51,1,0
457,2059,3224,18171,256,1,0
752,2268,3671,19599,233,0,1
780,2170,3514,18774,266,0,1
434,2996,3113,16770,121,0,3
613,2174,3225,18673,328,1,0
610,2612,3659,18000,234,0,2
595,2367,3226,17090,379,1,0
504,2076,3390,19736,141,1,0
446,2506,3273,18469,323,1,0
684,1960,2914,18852,375,0,2
441,2131,3613,17061,362,0,2
341,2057,3098,19503,433,0,1
538,2288,3108,17251,292,1,0
481,2315,3321,19484,358,1,0
367,2592,3444,18793,36,0,1
537,1966,3418,19219,345,0,2
591,2589,3441,19015,171,1,0
554,2174,3558,17547,341,1,0
492,2336,2852,19809,309,0,2
717,2284,3065,18222,35,0,1
400,2273,3555,19191,108,1,0
654,2813,3144,17212,334,1,0
792,2993,2850,19924,43,0,1
699,2775,3567,17920,305,1,0
395,2857,3468,17264,430,0,1
664,2453,3352,18847,340,1,0
560,2530,3082,18198,56,1,0
549,2124,3186,18018,335,1,0
769,2003,3363,18849,173,0,1
683,2579,3034,18617,352,1,0
313,2365,3262,17225,221,0,1
362,2465,3029,18244,332,0,1
609,2300,3354,17837,391,1,0
577,2130,3677,20000,281,0,2
354,2596,2947,19103,355,0,1
537,2092,3537,19980,357,1,0
779,1971,3064,19709,31,0,1
636,2984,3222,18147,409,0,0
732,3077,3103,18089,40,0,1
576,2046,3443,17934,72,1,0
434,2156,3231,17538,140,1,0
758,2792,3403,19910,61,0,1
800,2762,2861,19595,244,0,1
329,2795,3191,19825,312,0,1
590,2428,3078,17377,302,1,0
680,2226,3368,17339,139,1,0
519,2315,3553,17376,260,1,0
716,2770,3127,17334,153,0,1
515,2359,3242,17094,120,1,0
320,3058,3342,19075,157,0,1
424,3071,3593,17761,39,0,2
492,2090,2918,19977,264,0,2
381,2786,3275,18719,206,0,1
575,2751,3131,18623,102,1,0
749,2183,3648,18402,48,0,1
405,3087,3256,18156,434,0,2
429,2402,3543,18304,411,0,0
769,2586,3047,19720,233,0,1
475,2842,2941,19259,257,0,2
539,3037,2860,17775,178,0,2
531,3053,3640,18579,166,0,2
751,2285,3400,17907,80,0,1
633,2260,3684,18476,202,0,2
638,2608,3210,17074,95,1,0
513,2478,3678,19850,363,0,2
550,2246,3349,18678,386,1,0
449,2538,3381,16959,379,0,3
787,2256,3306,18330,69,0,1
622,2583,3591,16577,363,0,3
594,2722,3321,19507,330,1,0
710,2744,2928,19172,48,0,1
578,2008,3588,18667,285,1,0
756,2952,3509,19336,204,0,1
349,2868,2890,18125,200,0,1
638,2680,2922,17142,401,0,2
514,2751,3156,19845,116,1,0
578,2985,2953,16840,321,0,2
402,2104,3504,17698,232,1,0
320,2023,3506,19057,298,0,1
509,2512,3582,18491,141,1,0
590,2238,3303,17254,69,1,0
454,2165,2948,18916,383,0,2
732,2982,3037,16855,242,0,1
615,2598,3619,16769,249,0,2
475,3001,2990,16966,41,0,2
333,2840,3653,17672,157,0,1
566,2681,2896,19321,450,0,2
728,2856,3626,19339,215,0,1
519,2588,2886,17304,250,0,2
315,1975,3188,17078,236,0,1
699,2654,2923,19198,355,0,2
693,2268,2905,18180,206,0,2
617,2857,3031,17671,387,1,0
467,1992,3305,16756,63,0,2
408,1942,3043,17736,275,0,2
783,2860,3598,18703,384,0,1
433,2634,3308,18613,69,1,0
603,2109,2952,18189,112,0,2
507,2016,3201,16596,83,0,3
634,1957,2926,16662,301,0,2
497,1996,3272,18677,197,0,2
574,2188,3553,17814,335,1,0
516,2868,3179,18089,313,1,0
587,2508,3465,19102,155,1,0
698,2387,3475,18231,299,1,0
603,3032,3067,17204,156,0,2
757,1908,2993,17365,113,0,1
663,2804,3065,17286,235,1,0
619,2626,3527,18971,327,1,0
580,2353,2949,17682,325,0,2
361,2638,3670,18148,313,0,1
359,2846,3362,16739,438,0,1
506,2170,2880,18779,237,0,2
553,1922,3598,17364,34,0,2
483,2989,3152,17229,124,1,0
636,2401,2971,17054,114,0,2
608,2843,3376,18173,57,1,0
490,2335,2869,18973,254,0,2
310,2263,3150,19930,124,0,1
632,2338,3550,19548,247,1,0
476,2479,3201,19923,85,1,0
401,2916,3517,18371,366,1,0
541,2038,3471,17595,99,1,0
746,2085,3579,18230,227,0,1
577,2138,3100,19568,203,1,0
529,2113,3315,17200,284,1,0
685,2803,2904,18158,95,0,2
354,2208,2868,17498,446,0,1
538,2297,2905,19515,163,0,2
610,2740,2887,17480,124,0,2
695,2567,2908,16680,330,0,2
453,2915,2958,19322,128,0,2
535,1986,3086,18646,74,0,2
744,2358,3491,18407,312,0,1
480,2560,2935,17650,241,0,2
615,2508,3454,18736,121,1,0
784,3082,2880,19391,55,0,1
328,2278,3637,18510,131,0,1
362,2841,3620,18193,245,0,1
733,2953,3103,17635,241,0,1
621,1961,3593,18608,356,0,2
534,2805,2871,18559,354,0,2
639,3094,3588,17054,99,0,2
709,2358,3664,17961,435,0,1
609,2370,3539,16512,169,0,3
352,1970,3419,18547,258,0,1
525,2088,3336,17038,31,1,0
502,2637,3284,18884,200,1,0
672,2655,2955,19369,65,0,2
513,2815,3186,18790,93,1,0
740,2684,3252,19108,72,0,1
474,2936,3086,16685,258,0,3
595,2608,2973,16622,407,0,2
692,3019,2861,18226,152,0,2
732,2961,3021,16990,73,0,1
480,2386,3410,16839,63,0,3
530,2583,3275,18885,450,0,0
531,2374,3536,18014,314,1,0
485,2493,3143,18047,224,1,0
722,2146,3431,17434,299,0,1
481,1982,3227,16955,37,0,2
375,2190,3078,18855,391,0,1
508,2199,3394,19485,380,1,0
465,2095,3352,17658,70,1,0
649,2860,3275,17536,145,1,0
792,2421,2890,17996,125,0,1
533,2088,3074,19158,208,1,0
492,2383,2965,17791,413,0,2
661,2165,3599,19366,313,1,0
683,2196,3550,19382,404,0,0
412,2241,3271,19681,82,1,0
484,3077,3241,18829,50,0,2
381,2753,3309,19079,382,0,1
565,2676,3670,19136,398,0,2
658,2204,3581,17566,71,1,0
732,2520,3632,17496,266,0,1
300,2641,3551,17729,80,0,1
710,2221,3165,17461,322,0,1
758,1939,3205,18800,380,0,1
469,2293,3598,19685,366,1,0
784,3027,3639,18621,68,0,1
625,2165,3197,18807,388,1,0
721,2644,3170,19849,215,0,1
604,1916,3035,17992,399,0,2
721,2965,2874,17081,56,0,1
460,2312,2903,19849,396,0,2
600,2950,3313,16642,398,0,3
457,2883,3143,18636,413,0,0
511,2575,3072,17180,374,1,0
605,2647,3620,17411,216,0,2
708,3078,3269,19288,145,0,1
358,2606,3226,17460,193,0,1
583,2490,2899,19969,204,0,2
751,2493,2863,17717,151,0,1
728,2451,3041,18142,372,0,1
720,2358,3380,19084,308,0,1
735,2943,3120,17141,228,0,1
501,2392,3613,19288,250,0,2
528,2108,3331,19651,75,1,0
459,2310,2974,16882,145,0,2
675,1934,3671,18740,185,0,2
657,2542,2907,18267,56,0,2
301,2066,3382,18892,311,0,1
317,2857,3367,18667,273,0,1
493,2527,3078,17466,162,1,0
552,2322,2891,17811,319,0,2
708,2526,2928,17275,218,0,1
762,2304,3405,19172,409,0,1
421,2360,3006,19010,249,1,0
340,2111,3441,18911,164,0,1
697,2350,3575,18330,148,1,0
506,3028,3485,17297,381,0,2
320,2352,3491,19848,113,0,1
677,2420,3061,19848,284,1,0
473,2253,3481,16742,450,0,3
546,3089,3078,18107,65,0,2
322,3069,3228,19773,339,0,1
741,2739,3222,18784,202,0,1
769,3036,3237,18203,411,0,1
666,2741,2950,16545,330,0,2
357,2758,2960,16969,378,0,1
313,2119,3404,19349,42,0,1
736,2061,3230,19583,244,0,1
429,2297,3603,16862,114,0,2
644,3010,3113,19108,116,0,2
598,2689,3640,16686,229,0,2
415,2882,3136,19969,390,1,0
654,3019,3405,19199,307,0,2
556,2517,2969,19716,263,0,2
739,2390,2913,17984,416,0,1
468,3000,2937,17270,75,0,2
464,1931,3553,17576,294,0,2
634,2700,3019,18011,250,1,0
397,2388,3616,18089,240,0,1
624,2182,2908,19633,127,0,2
502,2860,2963,17248,419,0,2
535,2793,3450,17485,297,1,0
709,2417,3037,16970,73,0,1
541,2734,3241,19761,447,0,0
439,2320,2972,19280,392,0,2
527,2488,2955,17526,171,0,2
317,2156,3549,16956,427,0,1
492,2570,2855,17247,393,0,2
485,3015,2907,17402,219,0,2
678,2472,3161,19911,429,0,0
404,2882,3577,18485,386,1,0
772,2927,3344,19940,280,0,1
753,2124,3061,17584,83,0,1
306,2045,3125,17510,342,0,1
591,2199,3293,19670,105,1,0
604,2374,3277,19228,217,1,0
606,2002,3152,19780,256,1,0
478,1901,3150,19687,398,0,2
719,3040,3424,17439,129,0,1
742,2892,3322,18720,282,0,1
417,2239,3423,17213,375,1,0
497,2049,3663,19172,94,0,2
303,2171,2872,18543,284,0,1
601,2841,3032,19829,424,0,0
451,2477,3384,19952,397,1,0
367,2547,3688,16839,439,0,1
399,3018,2872,17630,443,0,1
469,2048,2881,18748,448,0,2
654,2924,3466,18834,299,1,0
497,2459,3415,19702,364,1,0
617,2303,3193,17620,290,1,0
547,2521,3534,19732,108,1,0
699,2699,3502,18922,41,1,0
792,2275,2944,19430,125,0,1
690,2886,2919,18617,409,0,2
535,2197,3593,17335,303,1,0
448,2996,3073,16887,364,0,3
486,1951,2937,19867,355,0,2
714,2288,3520,18613,335,0,1
788,1999,3348,19822,389,0,1
468,2885,2993,19523,231,0,2
619,2803,3466,17183,389,1,0
479,2104,3093,19121,183,1,0
602,2894,3270,17142,272,1,0
711,2771,3543,18023,111,0,1
578,2429,3347,19277,60,1,0
609,2471,3495,18401,302,1,0
794,2240,3187,17244,197,0,1
468,2823,2924,17000,218,0,2
510,1917,3481,17560,239,0,2
574,2081,3062,17666,221,1,0
593,2188,3461,18718,389,1,0
766,1903,3514,19289,63,0,1
738,2364,2911,19027,244,0,1
709,2000,3029,18126,186,0,1
535,2798,3264,16521,371,0,3
684,2411,3130,17070,119,1,0
544,3079,3251,19122,415,0,2
491,2682,3295,18987,125,1,0
604,2008,3530,17642,194,1,0
439,3028,2900,19779,321,0,2
448,2546,3641,17057,50,0,2
579,2950,3346,17734,340,1,0
625,2962,3147,18407,202,1,0
584,2114,2981,18827,354,0,2
435,2678,3101,17991,330,1,0
621,2533,3460,17246,408,0,0
545,2364,3140,17186,256,1,0
684,2739,3536,17972,134,1,0
311,2272,3361,18564,141,0,1
516,2191,3048,18332,132,1,0
323,2547,3370,17254,421,0,1
533,1925,3188,17404,366,0,2
734,2566,2920,19662,328,0,1
739,2738,3479,17376,205,0,1
393,2545,3478,18138,221,0,1
669,2973,3184,18803,136,1,0
772,2038,3583,18428,121,0,1
562,2904,3583,18873,51,1,0
386,2776,3580,16866,191,0,1
617,2057,3691,17478,199,0,2
505,2078,3107,16529,417,0,3
726,2946,3305,18474,306,0,1
369,2454,3084,16862,45,0,1
618,2437,2908,18843,167,0,2
738,2532,3589,17028,342,0,1
665,2422,3529,19725,210,1,0
626,2291,3367,17459,274,1,0
617,2251,3530,17857,397,1,0
482,2051,3444,19251,249,1,0
714,2102,3209,18058,113,0,1
702,2373,3013,19423,296,0,1
427,2424,2992,19082,256,0,2
362,2726,3416,17488,368,0,1
555,2115,2928,18732,175,0,2
750,2519,3486,19476,427,0,1
547,2078,3192,17647,173,1,0
306,2646,3649,17232,274,0,1
402,2320,3682,17661,151,0,2
548,2549,2907,18476,206,0,2
640,2304,3475,19267,209,1,0
654,2446,3682,19606,300,0,2
443,2808,3491,17601,316,1,0
395,3072,3083,19621,386,0,1
507,2948,3456,17562,432,0,0
360,1969,3681,18494,341,0,1
760,2634,2933,17792,67,0,1
697,2756,3383,18500,211,1,0
386,2429,3476,18175,357,0,1
477,2758,3225,19241,37,1,0
472,2730,3365,19702,70,1,0
558,2607,3435,18394,443,0,0
529,2602,3638,19189,390,0,2
548,2307,3011,18303,139,1,0
700,2890,3189,19667,156,1,0
599,2105,2968,19003,150,0,2
755,2077,2867,18071,342,0,1
598,2808,3326,16765,329,0,3
363,2105,2991,17228,348,0,1
656,2434,3139,19904,212,1,0
660,2135,3195,17795,98,1,0
431,2966,3498,18358,305,1,0
641,2019,3699,17496,48,0,2
394,2408,3466,17970,64,0,1
341,2087,3039,19749,256,0,1
657,1912,3035,18981,325,0,2
464,2289,3338,17038,66,1,0
442,2257,3633,19736,76,0,2
558,2583,3685,19959,69,0,2
324,1997,3287,19570,364,0,1
488,2568,3397,19108,181,1,0
484,2372,3682,17398,123,0,2
